student_id,Full_Name,Date_of_Birth,Grade_Level,Unnamed: 4,email_id,Attendance_Score,Homework_Score,Exam_Score
S02445,Dana Mckinney,28-05-2016,Grade 4,,sudharaju434@gmail.com,0.4,,73.0
S02445,Dana Mckinney,28-05-2016,Grade 4,,sudharaju434@gmail.com,0.4,,45.0
S02445,Dana Mckinney,28-05-2016,Grade 4,,sudharaju434@gmail.com,0.4,,96.0
S02446,Ashley Simmons,03-15-2010,Grade 3,,sudharaju434@gmail.com,0.25,,105.0
S02446,Ashley Simmons,03-15-2010,Grade 3,,sudharaju434@gmail.com,0.25,,72.0
S02446,Ashley Simmons,03-15-2010,Grade 3,,sudharaju434@gmail.com,0.25,,48.0
S02447,John Wiggins DDS,24-07-2018,Grade 5,,sudharaju434@gmail.com,0.2,,79.0
S02447,John Wiggins DDS,24-07-2018,Grade 5,,sudharaju434@gmail.com,0.2,,69.0
S02448,Philip Decker,15-11-2011,Grade 1,,sudharaju434@gmail.com,0.5,,96.0
S02448,Philip Decker,15-11-2011,Grade 1,,sudharaju434@gmail.com,0.5,,82.0
S02448,Philip Decker,15-11-2011,Grade 1,,sudharaju434@gmail.com,0.5,,110.0
S02448,Philip Decker,15-11-2011,Grade 1,,sudharaju434@gmail.com,0.5,,51.0
S02448,Philip Decker,15-11-2011,Grade 1,,sudharaju434@gmail.com,0.5,,102.0
S02449,Vincent Meyer,03-11-2010,Grade 2,,sudharaju434@gmail.com,0.6666666666666666,,42.0
S02449,Vincent Meyer,03-11-2010,Grade 2,,sudharaju434@gmail.com,0.6666666666666666,,40.0
S02450,John Rivera,19-09-2015,Grade 5,,sudharaju434@gmail.com,0.3333333333333333,,101.0
S02451,Jimmy Wood,09-10-2006,Grade 2,,sudharaju434@gmail.com,0.25,,106.0
S02451,Jimmy Wood,09-10-2006,Grade 2,,sudharaju434@gmail.com,0.25,,95.0
S02451,Jimmy Wood,09-10-2006,Grade 2,,sudharaju434@gmail.com,0.25,,71.0
S02452,Dana Jackson,22-09-2012,Grade 2,,sudharaju434@gmail.com,1.0,,70.0
S02452,Dana Jackson,22-09-2012,Grade 2,,sudharaju434@gmail.com,1.0,,97.0
S02452,Dana Jackson,22-09-2012,Grade 2,,sudharaju434@gmail.com,1.0,,89.0
S02452,Dana Jackson,22-09-2012,Grade 2,,sudharaju434@gmail.com,1.0,,44.0
S02453,Molly Gibson,11-10-2013,Grade 1,,sudharaju434@gmail.com,0.5,,74.96424262367006
S02454,john hernandez,02-21-2013,Grade 3,,sudharaju434@gmail.com,0.5,,67.0
S02454,john hernandez,02-21-2013,Grade 3,,sudharaju434@gmail.com,0.5,,66.0
S02454,john hernandez,02-21-2013,Grade 3,,sudharaju434@gmail.com,0.5,,59.0
S02454,john hernandez,02-21-2013,Grade 3,,sudharaju434@gmail.com,0.5,,91.0
S02454,john hernandez,02-21-2013,Grade 3,,sudharaju434@gmail.com,0.5,,90.0
S02455,Kyle Bryant,26-02-2018,Grade 5,,sudharaju434@gmail.com,0.8,,87.0
S02455,Kyle Bryant,26-02-2018,Grade 5,,sudharaju434@gmail.com,0.8,,88.0
S02456,Alyssa Larson,24-09-2016,Grade 1,,sudharaju434@gmail.com,0.625,,87.0
S02456,Alyssa Larson,24-09-2016,Grade 1,,sudharaju434@gmail.com,0.625,,86.0
S02457,Theresa Meza,29-01-2008,Grade 5,,sudharaju434@gmail.com,0.3333333333333333,,69.0
S02457,Theresa Meza,29-01-2008,Grade 5,,sudharaju434@gmail.com,0.3333333333333333,,91.0
S02457,Theresa Meza,29-01-2008,Grade 5,,sudharaju434@gmail.com,0.3333333333333333,,101.0
S02458,Lauren Martin,24-01-2019,Grade 4,,sudharaju434@gmail.com,0.4,,59.0
S02458,Lauren Martin,24-01-2019,Grade 4,,sudharaju434@gmail.com,0.4,,41.0
S02459,Kenneth Blackwell,12-01-2016,Grade 3,,sudharaju434@gmail.com,0.7,,66.0
S02459,Kenneth Blackwell,12-01-2016,Grade 3,,sudharaju434@gmail.com,0.7,,77.0
S02459,Kenneth Blackwell,12-01-2016,Grade 3,,sudharaju434@gmail.com,0.7,,97.0
S02460,Jennifer Mitchell,13-07-2012,Grade 2,,sudharaju434@gmail.com,0.8,,53.0
S02460,Jennifer Mitchell,13-07-2012,Grade 2,,sudharaju434@gmail.com,0.8,,64.0
S02460,Jennifer Mitchell,13-07-2012,Grade 2,,sudharaju434@gmail.com,0.8,,56.0
S02461,mr. stephen kelley,27-11-2016,Grade 3,,sudharaju434@gmail.com,0.5,,96.0
S02461,mr. stephen kelley,27-11-2016,Grade 3,,sudharaju434@gmail.com,0.5,,88.0
S02461,mr. stephen kelley,27-11-2016,Grade 3,,sudharaju434@gmail.com,0.5,,51.0
S02461,mr. stephen kelley,27-11-2016,Grade 3,,sudharaju434@gmail.com,0.5,,56.0
S02462,Jennifer Gonzalez,07-16-2014,Grade 4,,sudharaju434@gmail.com,0.4,,59.0
S02462,Jennifer Gonzalez,07-16-2014,Grade 4,,sudharaju434@gmail.com,0.4,,46.0
S02462,Jennifer Gonzalez,07-16-2014,Grade 4,,sudharaju434@gmail.com,0.4,,76.0
S02462,Jennifer Gonzalez,07-16-2014,Grade 4,,sudharaju434@gmail.com,0.4,,83.0
S02463,Kenneth Diaz,21-08-2008,Grade 2,,sudharaju434@gmail.com,0.25,,55.0
S02463,Kenneth Diaz,21-08-2008,Grade 2,,sudharaju434@gmail.com,0.25,,40.0
S02463,Kenneth Diaz,21-08-2008,Grade 2,,sudharaju434@gmail.com,0.25,,92.0
S02464,Sheryl Allen,06-11-2006,Grade 3,,sudharaju434@gmail.com,1.0,,87.0
S02464,Sheryl Allen,06-11-2006,Grade 3,,sudharaju434@gmail.com,1.0,,81.0
S02464,Sheryl Allen,06-11-2006,Grade 3,,sudharaju434@gmail.com,1.0,,97.0
S02465,benjamin long,24-03-2016,Grade 4,,sudharaju434@gmail.com,0.5714285714285714,,89.0
S02465,benjamin long,24-03-2016,Grade 4,,sudharaju434@gmail.com,0.5714285714285714,,62.0
S02466,Gary Martinez,01-08-2018,Grade 3,,sudharaju434@gmail.com,0.3333333333333333,,110.0
S02466,Gary Martinez,01-08-2018,Grade 3,,sudharaju434@gmail.com,0.3333333333333333,,88.0
S02466,Gary Martinez,01-08-2018,Grade 3,,sudharaju434@gmail.com,0.3333333333333333,,95.0
S02467,Christopher Williams,08-01-2008,Grade 5,,sudharaju434@gmail.com,0.6,,44.0
S02467,Christopher Williams,08-01-2008,Grade 5,,sudharaju434@gmail.com,0.6,,87.0
S02468,Toni Carr,12-08-2006,Grade 5,,sudharaju434@gmail.com,0.6,,42.0
S02468,Toni Carr,12-08-2006,Grade 5,,sudharaju434@gmail.com,0.6,,70.0
S02468,Toni Carr,12-08-2006,Grade 5,,sudharaju434@gmail.com,0.6,,99.0
S02468,Toni Carr,12-08-2006,Grade 5,,sudharaju434@gmail.com,0.6,,67.0
S02468,Toni Carr,12-08-2006,Grade 5,,sudharaju434@gmail.com,0.6,,56.0
S02468,Toni Carr,12-08-2006,Grade 5,,sudharaju434@gmail.com,0.6,,62.0
S02468,Toni Carr,12-08-2006,Grade 5,,sudharaju434@gmail.com,0.6,,62.0
S02469,Adam Smith,16-05-2017,Grade 5,,sudharaju434@gmail.com,0.3333333333333333,,102.0
S02470,Mr. Thomas Foley DDS,28-07-2018,Grade 1,,sudharaju434@gmail.com,0.5,,78.0
S02470,Mr. Thomas Foley DDS,28-07-2018,Grade 1,,sudharaju434@gmail.com,0.5,,45.0
S02470,Mr. Thomas Foley DDS,28-07-2018,Grade 1,,sudharaju434@gmail.com,0.5,,44.0
S02471,Michelle Jackson,09-07-2015,Grade 1,,sudharaju434@gmail.com,0.3333333333333333,,73.0
S02471,Michelle Jackson,09-07-2015,Grade 1,,sudharaju434@gmail.com,0.3333333333333333,,52.0
S02471,Michelle Jackson,09-07-2015,Grade 1,,sudharaju434@gmail.com,0.3333333333333333,,52.0
S02471,Michelle Jackson,09-07-2015,Grade 1,,sudharaju434@gmail.com,0.3333333333333333,,50.0
S02472,Kristen Williams,16-07-2007,Grade 4,,sudharaju434@gmail.com,0.3333333333333333,,68.0
S02473,Stephen Morales,16-02-2008,Grade 1,,sudharaju434@gmail.com,0.3333333333333333,,109.0
S02473,Stephen Morales,16-02-2008,Grade 1,,sudharaju434@gmail.com,0.3333333333333333,,52.0
S02474,Laura Collier,21-01-2007,Grade 4,,sudharaju434@gmail.com,0.25,,80.0
S02474,Laura Collier,21-01-2007,Grade 4,,sudharaju434@gmail.com,0.25,,102.0
S02475,Sharon Mclaughlin,09-10-2016,Grade 5,,sudharaju434@gmail.com,0.5,,76.0
S02475,Sharon Mclaughlin,09-10-2016,Grade 5,,sudharaju434@gmail.com,0.5,,54.0
S02475,Sharon Mclaughlin,09-10-2016,Grade 5,,sudharaju434@gmail.com,0.5,,74.0
S02476,Thomas Roberson,11-09-2015,Grade 1,,sudharaju434@gmail.com,0.4444444444444444,,83.0
S02476,Thomas Roberson,11-09-2015,Grade 1,,sudharaju434@gmail.com,0.4444444444444444,,53.0
S02477,Robin Jimenez,31-12-2008,Grade 5,,sudharaju434@gmail.com,0.5,,48.0
S02477,Robin Jimenez,31-12-2008,Grade 5,,sudharaju434@gmail.com,0.5,,70.0
S02478,kathryn hill,13-06-2018,Grade 3,,sudharaju434@gmail.com,0.6666666666666666,,89.0
S02479,Stacy Williams,20-11-2006,Grade 4,,sudharaju434@gmail.com,0.625,,97.0
S02479,Stacy Williams,20-11-2006,Grade 4,,sudharaju434@gmail.com,0.625,,62.0
S02480,sandra murray,28-08-2015,Grade 3,,sudharaju434@gmail.com,0.2,,49.0
S02480,sandra murray,28-08-2015,Grade 3,,sudharaju434@gmail.com,0.2,,42.0
S02481,Nathaniel Campos,04-22-2016,Grade 5,,sudharaju434@gmail.com,0.16666666666666666,,74.0
S02481,Nathaniel Campos,04-22-2016,Grade 5,,sudharaju434@gmail.com,0.16666666666666666,,44.0
S02481,Nathaniel Campos,04-22-2016,Grade 5,,sudharaju434@gmail.com,0.16666666666666666,,84.0
S02481,Nathaniel Campos,04-22-2016,Grade 5,,sudharaju434@gmail.com,0.16666666666666666,,59.0
S02482,Robert Hunter,25-02-2007,Grade 4,,sudharaju434@gmail.com,0.5714285714285714,,94.0
S02483,Julie Gregory,26-08-2012,Grade 3,,sudharaju434@gmail.com,0.8,,60.0
S02483,Julie Gregory,26-08-2012,Grade 3,,sudharaju434@gmail.com,0.8,,87.0
S02484,Amanda Simmons,02-07-2016,Grade 5,,sudharaju434@gmail.com,0.75,,43.0
S02484,Amanda Simmons,02-07-2016,Grade 5,,sudharaju434@gmail.com,0.75,,50.0
S02484,Amanda Simmons,02-07-2016,Grade 5,,sudharaju434@gmail.com,0.75,,53.0
S02485,Erin Lewis,10-29-2015,Grade 3,,sudharaju434@gmail.com,0.0,,60.0
S02485,Erin Lewis,10-29-2015,Grade 3,,sudharaju434@gmail.com,0.0,,44.0
S02485,Erin Lewis,10-29-2015,Grade 3,,sudharaju434@gmail.com,0.0,,101.0
S02485,Erin Lewis,10-29-2015,Grade 3,,sudharaju434@gmail.com,0.0,,52.0
S02485,Erin Lewis,10-29-2015,Grade 3,,sudharaju434@gmail.com,0.0,,81.0
S02486,Elizabeth Reyes,13-04-2016,Grade 3,,sudharaju434@gmail.com,0.8333333333333334,,100.0
S02486,Elizabeth Reyes,13-04-2016,Grade 3,,sudharaju434@gmail.com,0.8333333333333334,,80.0
S02486,Elizabeth Reyes,13-04-2016,Grade 3,,sudharaju434@gmail.com,0.8333333333333334,,101.0
S02486,Elizabeth Reyes,13-04-2016,Grade 3,,sudharaju434@gmail.com,0.8333333333333334,,64.0
S02486,Elizabeth Reyes,13-04-2016,Grade 3,,sudharaju434@gmail.com,0.8333333333333334,,106.0
S02487,Samantha Peterson,22-11-2017,Grade 5,,sudharaju434@gmail.com,0.6666666666666666,,42.0
S02488,morgan kelly,05-07-2009,Grade 5,,sudharaju434@gmail.com,0.5,,52.0
S02488,morgan kelly,05-07-2009,Grade 5,,sudharaju434@gmail.com,0.5,,96.0
S02489,Calvin Garcia,14-08-2017,Grade 1,,sudharaju434@gmail.com,0.7142857142857143,,66.0
S02489,Calvin Garcia,14-08-2017,Grade 1,,sudharaju434@gmail.com,0.7142857142857143,,65.0
S02490,Tina Johnson,24-05-2011,Grade 2,,sudharaju434@gmail.com,0.5555555555555556,,69.0
S02491,Christina Sutton,06-12-2018,Grade 3,,sudharaju434@gmail.com,0.16666666666666666,,90.0
S02491,Christina Sutton,06-12-2018,Grade 3,,sudharaju434@gmail.com,0.16666666666666666,,86.0
S02491,Christina Sutton,06-12-2018,Grade 3,,sudharaju434@gmail.com,0.16666666666666666,,64.0
S02491,Christina Sutton,06-12-2018,Grade 3,,sudharaju434@gmail.com,0.16666666666666666,,51.0
S02491,Christina Sutton,06-12-2018,Grade 3,,sudharaju434@gmail.com,0.16666666666666666,,83.0
S02492,Scott Elliott,09-10-2014,Grade 5,,sudharaju434@gmail.com,0.2857142857142857,,62.0
S02493,Ralph Smith,09-05-2012,Grade 4,,sudharaju434@gmail.com,0.42857142857142855,,57.0
S02493,Ralph Smith,09-05-2012,Grade 4,,sudharaju434@gmail.com,0.42857142857142855,,64.0
S02493,Ralph Smith,09-05-2012,Grade 4,,sudharaju434@gmail.com,0.42857142857142855,,67.0
S02494,adrian craig,07-05-2011,Grade 2,,sudharaju434@gmail.com,0.3333333333333333,,91.0
S02494,adrian craig,07-05-2011,Grade 2,,sudharaju434@gmail.com,0.3333333333333333,,106.0
S02494,adrian craig,07-05-2011,Grade 2,,sudharaju434@gmail.com,0.3333333333333333,,106.0
S02494,adrian craig,07-05-2011,Grade 2,,sudharaju434@gmail.com,0.3333333333333333,,108.0
S02494,adrian craig,07-05-2011,Grade 2,,sudharaju434@gmail.com,0.3333333333333333,,88.0
S02494,adrian craig,07-05-2011,Grade 2,,sudharaju434@gmail.com,0.3333333333333333,,103.0
S02495,David Fox,20-04-2017,Grade 1,,sudharaju434@gmail.com,0.5714285714285714,,60.0
S02495,David Fox,20-04-2017,Grade 1,,sudharaju434@gmail.com,0.5714285714285714,,89.0
S02495,David Fox,20-04-2017,Grade 1,,sudharaju434@gmail.com,0.5714285714285714,,110.0
S02495,David Fox,20-04-2017,Grade 1,,sudharaju434@gmail.com,0.5714285714285714,,70.0
S02496,Jeffrey King,27-07-2014,Grade 4,,sudharaju434@gmail.com,0.625,,102.0
S02496,Jeffrey King,27-07-2014,Grade 4,,sudharaju434@gmail.com,0.625,,91.0
S02497,Sherry Flowers,07-22-2016,Grade 2,,sudharaju434@gmail.com,0.4,,89.0
S02497,Sherry Flowers,07-22-2016,Grade 2,,sudharaju434@gmail.com,0.4,,53.0
S02497,Sherry Flowers,07-22-2016,Grade 2,,sudharaju434@gmail.com,0.4,,81.0
S02497,Sherry Flowers,07-22-2016,Grade 2,,sudharaju434@gmail.com,0.4,,100.0
S02498,Alec Abbott,08-05-2009,Grade 5,,sudharaju434@gmail.com,0.42857142857142855,,57.0
S02498,Alec Abbott,08-05-2009,Grade 5,,sudharaju434@gmail.com,0.42857142857142855,,45.0
S02499,Lisa Hood,14-11-2015,Grade 2,,sudharaju434@gmail.com,0.5,,64.0
S02499,Lisa Hood,14-11-2015,Grade 2,,sudharaju434@gmail.com,0.5,,50.0
S02499,Lisa Hood,14-11-2015,Grade 2,,sudharaju434@gmail.com,0.5,,56.0
S02500,linda perez,08-22-2009,Grade 3,,sudharaju434@gmail.com,0.14285714285714285,,90.0
S02500,linda perez,08-22-2009,Grade 3,,sudharaju434@gmail.com,0.14285714285714285,,42.0
S02500,linda perez,08-22-2009,Grade 3,,sudharaju434@gmail.com,0.14285714285714285,,56.0
S02501,Julia Choi,23-03-2009,Grade 5,,sudharaju434@gmail.com,0.4,,107.0
S02501,Julia Choi,23-03-2009,Grade 5,,sudharaju434@gmail.com,0.4,,40.0
S02502,ryan ward,24-12-2006,Grade 5,,sudharaju434@gmail.com,0.4444444444444444,,86.0
S02502,ryan ward,24-12-2006,Grade 5,,sudharaju434@gmail.com,0.4444444444444444,,106.0
S02502,ryan ward,24-12-2006,Grade 5,,sudharaju434@gmail.com,0.4444444444444444,,71.0
S02502,ryan ward,24-12-2006,Grade 5,,sudharaju434@gmail.com,0.4444444444444444,,83.0
S02503,Isabella Robinson,25-08-2006,Grade 3,,sudharaju434@gmail.com,0.25,,55.0
S02503,Isabella Robinson,25-08-2006,Grade 3,,sudharaju434@gmail.com,0.25,,100.0
S02504,Paul Williams,27-09-2012,Grade 2,,sudharaju434@gmail.com,1.0,,107.0
S02504,Paul Williams,27-09-2012,Grade 2,,sudharaju434@gmail.com,1.0,,40.0
S02505,Sean Rodriguez,03-08-2018,Grade 5,,sudharaju434@gmail.com,0.2,,73.0
S02505,Sean Rodriguez,03-08-2018,Grade 5,,sudharaju434@gmail.com,0.2,,100.0
S02505,Sean Rodriguez,03-08-2018,Grade 5,,sudharaju434@gmail.com,0.2,,58.0
S02506,Jesse Mcmillan,12-07-2017,Grade 1,,sudharaju434@gmail.com,0.0,,56.0
S02506,Jesse Mcmillan,12-07-2017,Grade 1,,sudharaju434@gmail.com,0.0,,103.0
S02506,Jesse Mcmillan,12-07-2017,Grade 1,,sudharaju434@gmail.com,0.0,,44.0
S02507,Daniel Brown,17-03-2015,Grade 1,,sudharaju434@gmail.com,0.6,,96.0
S02507,Daniel Brown,17-03-2015,Grade 1,,sudharaju434@gmail.com,0.6,,55.0
S02508,thomas johnston,30-08-2014,Grade 1,,sudharaju434@gmail.com,0.45454545454545453,,64.0
S02509,Jennifer Stephens,09-08-2014,Grade 4,,sudharaju434@gmail.com,0.42857142857142855,,103.0
S02509,Jennifer Stephens,09-08-2014,Grade 4,,sudharaju434@gmail.com,0.42857142857142855,,61.0
S02509,Jennifer Stephens,09-08-2014,Grade 4,,sudharaju434@gmail.com,0.42857142857142855,,79.0
S02509,Jennifer Stephens,09-08-2014,Grade 4,,sudharaju434@gmail.com,0.42857142857142855,,97.0
S02509,Jennifer Stephens,09-08-2014,Grade 4,,sudharaju434@gmail.com,0.42857142857142855,,49.0
S02509,Jennifer Stephens,09-08-2014,Grade 4,,sudharaju434@gmail.com,0.42857142857142855,,67.0
S02510,Christine King,07-12-2009,Grade 3,,sudharaju434@gmail.com,0.7142857142857143,,64.0
S02510,Christine King,07-12-2009,Grade 3,,sudharaju434@gmail.com,0.7142857142857143,,45.0
S02511,Shannon Mcdaniel,25-02-2012,Grade 3,,sudharaju434@gmail.com,0.4,,74.0
S02511,Shannon Mcdaniel,25-02-2012,Grade 3,,sudharaju434@gmail.com,0.4,,43.0
S02511,Shannon Mcdaniel,25-02-2012,Grade 3,,sudharaju434@gmail.com,0.4,,46.0
S02511,Shannon Mcdaniel,25-02-2012,Grade 3,,sudharaju434@gmail.com,0.4,,78.0
S02512,David Jones,29-11-2018,Grade 5,,sudharaju434@gmail.com,0.8,,74.96424262367006
S02513,Tiffany Fletcher,03-08-2013,Grade 1,,sudharaju434@gmail.com,0.4,,100.0
S02513,Tiffany Fletcher,03-08-2013,Grade 1,,sudharaju434@gmail.com,0.4,,104.0
S02513,Tiffany Fletcher,03-08-2013,Grade 1,,sudharaju434@gmail.com,0.4,,71.0
S02514,Jeffrey Noble,03-06-2017,Grade 4,,sudharaju434@gmail.com,0.5384615384615384,,55.0
S02514,Jeffrey Noble,03-06-2017,Grade 4,,sudharaju434@gmail.com,0.5384615384615384,,54.0
S02514,Jeffrey Noble,03-06-2017,Grade 4,,sudharaju434@gmail.com,0.5384615384615384,,51.0
S02515,barbara davis,09-04-2015,Grade 1,,sudharaju434@gmail.com,0.6,,76.0
S02515,barbara davis,09-04-2015,Grade 1,,sudharaju434@gmail.com,0.6,,40.0
S02515,barbara davis,09-04-2015,Grade 1,,sudharaju434@gmail.com,0.6,,79.0
S02516,Cathy Villarreal,09-09-2018,Grade 2,,sudharaju434@gmail.com,0.6666666666666666,,43.0
S02516,Cathy Villarreal,09-09-2018,Grade 2,,sudharaju434@gmail.com,0.6666666666666666,,89.0
S02516,Cathy Villarreal,09-09-2018,Grade 2,,sudharaju434@gmail.com,0.6666666666666666,,95.0
S02517,samuel shannon,14-07-2017,Grade 3,,sudharaju434@gmail.com,0.7142857142857143,,54.0
S02517,samuel shannon,14-07-2017,Grade 3,,sudharaju434@gmail.com,0.7142857142857143,,52.0
S02517,samuel shannon,14-07-2017,Grade 3,,sudharaju434@gmail.com,0.7142857142857143,,101.0
S02517,samuel shannon,14-07-2017,Grade 3,,sudharaju434@gmail.com,0.7142857142857143,,105.0
S02517,samuel shannon,14-07-2017,Grade 3,,sudharaju434@gmail.com,0.7142857142857143,,40.0
S02518,Elizabeth Boone,04-21-2018,Grade 2,,sudharaju434@gmail.com,0.75,,103.0
S02518,Elizabeth Boone,04-21-2018,Grade 2,,sudharaju434@gmail.com,0.75,,47.0
S02519,Shelia Washington,24-01-2010,Grade 4,,sudharaju434@gmail.com,0.5714285714285714,,101.0
S02520,Lisa Patterson,06-12-2012,Grade 4,,sudharaju434@gmail.com,0.0,,88.0
S02521,Jodi Shaw,01-05-2009,Grade 5,,sudharaju434@gmail.com,0.25,,105.0
S02521,Jodi Shaw,01-05-2009,Grade 5,,sudharaju434@gmail.com,0.25,,57.0
S02521,Jodi Shaw,01-05-2009,Grade 5,,sudharaju434@gmail.com,0.25,,106.0
S02522,Gregory Harris,14-11-2015,Grade 4,,sudharaju434@gmail.com,0.0,,76.0
S02523,Kelly Foster,29-05-2014,Grade 1,,sudharaju434@gmail.com,0.42857142857142855,,76.0
S02523,Kelly Foster,29-05-2014,Grade 1,,sudharaju434@gmail.com,0.42857142857142855,,81.0
S02524,Patrick Wall,07-07-2008,Grade 5,,sudharaju434@gmail.com,0.4444444444444444,,55.0
S02524,Patrick Wall,07-07-2008,Grade 5,,sudharaju434@gmail.com,0.4444444444444444,,99.0
S02524,Patrick Wall,07-07-2008,Grade 5,,sudharaju434@gmail.com,0.4444444444444444,,73.0
S02524,Patrick Wall,07-07-2008,Grade 5,,sudharaju434@gmail.com,0.4444444444444444,,58.0
S02524,Patrick Wall,07-07-2008,Grade 5,,sudharaju434@gmail.com,0.4444444444444444,,49.0
S02525,Todd Stout,09-30-2012,Grade 3,,sudharaju434@gmail.com,0.6153846153846154,,46.0
S02525,Todd Stout,09-30-2012,Grade 3,,sudharaju434@gmail.com,0.6153846153846154,,40.0
S02525,Todd Stout,09-30-2012,Grade 3,,sudharaju434@gmail.com,0.6153846153846154,,51.0
S02525,Todd Stout,09-30-2012,Grade 3,,sudharaju434@gmail.com,0.6153846153846154,,98.0
S02526,Harold Cain,18-09-2011,Grade 1,,sudharaju434@gmail.com,0.5,,64.0
S02527,Maureen Thompson MD,29-09-2011,Grade 4,,sudharaju434@gmail.com,0.5833333333333334,,45.0
S02527,Maureen Thompson MD,29-09-2011,Grade 4,,sudharaju434@gmail.com,0.5833333333333334,,61.0
S02527,Maureen Thompson MD,29-09-2011,Grade 4,,sudharaju434@gmail.com,0.5833333333333334,,95.0
S02528,Logan Lopez,19-10-2006,Grade 2,,sudharaju434@gmail.com,1.0,,42.0
S02528,Logan Lopez,19-10-2006,Grade 2,,sudharaju434@gmail.com,1.0,,77.0
S02528,Logan Lopez,19-10-2006,Grade 2,,sudharaju434@gmail.com,1.0,,87.0
S02529,James Robertson,12-15-2009,Grade 3,,sudharaju434@gmail.com,0.4,,66.0
S02529,James Robertson,12-15-2009,Grade 3,,sudharaju434@gmail.com,0.4,,86.0
S02529,James Robertson,12-15-2009,Grade 3,,sudharaju434@gmail.com,0.4,,96.0
S02529,James Robertson,12-15-2009,Grade 3,,sudharaju434@gmail.com,0.4,,60.0
S02530,Keith Frank,09-12-2018,Grade 2,,sudharaju434@gmail.com,0.4444444444444444,,89.0
S02530,Keith Frank,09-12-2018,Grade 2,,sudharaju434@gmail.com,0.4444444444444444,,49.0
S02530,Keith Frank,09-12-2018,Grade 2,,sudharaju434@gmail.com,0.4444444444444444,,84.0
S02530,Keith Frank,09-12-2018,Grade 2,,sudharaju434@gmail.com,0.4444444444444444,,74.0
S02531,Brandi Casey,04-08-2009,Grade 3,,sudharaju434@gmail.com,0.4,,82.0
S02531,Brandi Casey,04-08-2009,Grade 3,,sudharaju434@gmail.com,0.4,,98.0
S02531,Brandi Casey,04-08-2009,Grade 3,,sudharaju434@gmail.com,0.4,,93.0
S02531,Brandi Casey,04-08-2009,Grade 3,,sudharaju434@gmail.com,0.4,,48.0
S02531,Brandi Casey,04-08-2009,Grade 3,,sudharaju434@gmail.com,0.4,,72.0
S02532,Mark Nguyen,25-09-2009,Grade 4,,sudharaju434@gmail.com,0.7142857142857143,,54.0
S02532,Mark Nguyen,25-09-2009,Grade 4,,sudharaju434@gmail.com,0.7142857142857143,,41.0
S02532,Mark Nguyen,25-09-2009,Grade 4,,sudharaju434@gmail.com,0.7142857142857143,,87.0
S02532,Mark Nguyen,25-09-2009,Grade 4,,sudharaju434@gmail.com,0.7142857142857143,,107.0
S02533,Melissa Peterson,12-07-2010,Grade 1,,sudharaju434@gmail.com,1.0,,86.0
S02533,Melissa Peterson,12-07-2010,Grade 1,,sudharaju434@gmail.com,1.0,,56.0
S02534,Nicholas Haynes,14-05-2014,Grade 1,,sudharaju434@gmail.com,0.5454545454545454,,72.0
S02534,Nicholas Haynes,14-05-2014,Grade 1,,sudharaju434@gmail.com,0.5454545454545454,,48.0
S02535,Denise Thompson,10-03-2010,Grade 2,,sudharaju434@gmail.com,0.25,,74.96424262367006
S02536,Kimberly Meyer,06-25-2016,Grade 3,,sudharaju434@gmail.com,0.23076923076923078,,69.0
S02536,Kimberly Meyer,06-25-2016,Grade 3,,sudharaju434@gmail.com,0.23076923076923078,,73.0
S02536,Kimberly Meyer,06-25-2016,Grade 3,,sudharaju434@gmail.com,0.23076923076923078,,51.0
S02536,Kimberly Meyer,06-25-2016,Grade 3,,sudharaju434@gmail.com,0.23076923076923078,,110.0
S02536,Kimberly Meyer,06-25-2016,Grade 3,,sudharaju434@gmail.com,0.23076923076923078,,81.0
S02536,Kimberly Meyer,06-25-2016,Grade 3,,sudharaju434@gmail.com,0.23076923076923078,,72.0
S02537,Phillip Hall,06-01-2010,Grade 4,,sudharaju434@gmail.com,0.5714285714285714,,104.0
S02537,Phillip Hall,06-01-2010,Grade 4,,sudharaju434@gmail.com,0.5714285714285714,,57.0
S02537,Phillip Hall,06-01-2010,Grade 4,,sudharaju434@gmail.com,0.5714285714285714,,61.0
S02537,Phillip Hall,06-01-2010,Grade 4,,sudharaju434@gmail.com,0.5714285714285714,,45.0
S02537,Phillip Hall,06-01-2010,Grade 4,,sudharaju434@gmail.com,0.5714285714285714,,97.0
S02537,Phillip Hall,06-01-2010,Grade 4,,sudharaju434@gmail.com,0.5714285714285714,,93.0
S02537,Phillip Hall,06-01-2010,Grade 4,,sudharaju434@gmail.com,0.5714285714285714,,81.0
S02537,Phillip Hall,06-01-2010,Grade 4,,sudharaju434@gmail.com,0.5714285714285714,,101.0
S02537,Phillip Hall,06-01-2010,Grade 4,,sudharaju434@gmail.com,0.5714285714285714,,53.0
S02538,Marcia Hood,11-12-2017,Grade 1,,sudharaju434@gmail.com,0.5454545454545454,,72.0
S02538,Marcia Hood,11-12-2017,Grade 1,,sudharaju434@gmail.com,0.5454545454545454,,80.0
S02538,Marcia Hood,11-12-2017,Grade 1,,sudharaju434@gmail.com,0.5454545454545454,,79.0
S02538,Marcia Hood,11-12-2017,Grade 1,,sudharaju434@gmail.com,0.5454545454545454,,106.0
S02539,Jeffrey Alexander,23-06-2013,Grade 3,,sudharaju434@gmail.com,0.5714285714285714,,93.0
