Student_ID,Full_Name,Date_of_Birth,Grade_Level,,email_id
S02652,Alex Jackson,07-01-2017,Grade 2,,sudharaju434@gmail.com
S02653,Mr. Justin Schwartz III,19-09-2006,Grade 1,,sudharaju434@gmail.com
S02654,Gina Anderson,29-09-2014,Grade 3,,sudharaju434@gmail.com
S02655,Michael Mclaughlin,19-11-2013,Grade 4,,sudharaju434@gmail.com
S02656,James Harris,04-08-2006,Grade 3,,sudharaju434@gmail.com
S02657,larry anderson,16-08-2007,Grade 3,,sudharaju434@gmail.com
S02658,Wanda Williams,03-24-2009,Grade 5,,sudharaju434@gmail.com
S02659,Edward Contreras,17-09-2018,Grade 2,,sudharaju434@gmail.com
S02660,kristen ferguson,13-08-2014,Grade 2,,sudharaju434@gmail.com
S02661,Chase Garrett,23-02-2016,Grade 5,,sudharaju434@gmail.com
S02662,shawn moore,28-02-2017,Grade 3,,sudharaju434@gmail.com
S02663,jessica reed,09-09-2015,Grade 5,,sudharaju434@gmail.com
S02664,diana martinez,19-12-2016,Grade 4,,sudharaju434@gmail.com
S02665,Shawn Jackson,09-17-2014,Grade 3,,sudharaju434@gmail.com
S02666,Ronnie Boyd,08-29-2013,Grade 2,,sudharaju434@gmail.com
S02667,Allison Smith,10-05-2007,Grade 4,,sudharaju434@gmail.com
S02668,Ryan Wyatt,04-12-2007,Grade 1,,sudharaju434@gmail.com
S02669,Brandon Johnston,18-10-2006,Grade 4,,sudharaju434@gmail.com
S02670,kevin zamora,14-08-2014,Grade 5,,sudharaju434@gmail.com
S02671,Claire Martin,01-06-2009,Grade 4,,sudharaju434@gmail.com
S02672,William Pratt,07-05-2008,Grade 4,,sudharaju434@gmail.com
S02673,Jonathan Tyler,15-10-2017,Grade 4,,sudharaju434@gmail.com
S02674,Amanda Santana,05-05-2016,Grade 3,,sudharaju434@gmail.com
S02675,Ronald Le,07-15-2014,Grade 1,,sudharaju434@gmail.com
S02676,John Brooks,19-04-2018,Grade 4,,sudharaju434@gmail.com
S02677,Autumn Robinson,13-08-2012,Grade 2,,sudharaju434@gmail.com
S02678,John Henderson,08-05-2012,Grade 1,,sudharaju434@gmail.com
S02679,Gregory Jones,26-04-2017,Grade 2,,sudharaju434@gmail.com
S02680,Natasha Morton,02-11-2015,Grade 2,,sudharaju434@gmail.com
S02681,katrina oneal,30-07-2012,Grade 2,,sudharaju434@gmail.com
S02682,Sara Nelson,08-01-2010,Grade 4,,sudharaju434@gmail.com
S02683,Lisa Saunders,20-10-2009,Grade 4,,sudharaju434@gmail.com
S02684,Matthew Parker,27-05-2008,Grade 5,,sudharaju434@gmail.com
S02685,timothy anderson,23-08-2018,Grade 2,,sudharaju434@gmail.com
S02686,Kelly Cowan,06-08-2018,Grade 1,,sudharaju434@gmail.com
S02687,Madison Sims,05-08-2011,Grade 1,,sudharaju434@gmail.com
S02688,rachel gates,06-03-2019,Grade 3,,sudharaju434@gmail.com
S02689,Glen Kim,05-12-2006,Grade 2,,sudharaju434@gmail.com
S02690,Rebecca Jones,02-21-2013,Grade 1,,sudharaju434@gmail.com
S02691,Edward Gomez,29-04-2008,Grade 4,,sudharaju434@gmail.com
S02692,Mathew Deleon,08-01-2007,Grade 4,,sudharaju434@gmail.com
S02693,Thomas Brown,12-04-2014,Grade 1,,sudharaju434@gmail.com
S02694,Heather Sanders,25-09-2008,Grade 2,,sudharaju434@gmail.com
S02695,renee fox dvm,30-07-2008,Grade 5,,sudharaju434@gmail.com
S02696,Sandra Wagner,03-02-2016,Grade 3,,sudharaju434@gmail.com
S02697,Jennifer Payne,02-01-2017,Grade 5,,sudharaju434@gmail.com
S02698,Cory Davenport,30-04-2008,Grade 2,,sudharaju434@gmail.com
S02699,Jennifer Little MD,26-12-2011,Grade 1,,sudharaju434@gmail.com
S02700,Emma Alvarez,10-04-2012,Grade 5,,sudharaju434@gmail.com
S02701,alyssa graham,14-08-2008,Grade 1,,sudharaju434@gmail.com
S02702,Fred Mcclure,20-03-2010,Grade 1,,sudharaju434@gmail.com
S02703,Kathryn Hawkins,14-06-2012,Grade 5,,sudharaju434@gmail.com
S02704,Dr. Jonathan Duncan,07-08-2012,Grade 5,,sudharaju434@gmail.com
S02705,Kim Bennett,10-09-2012,Grade 3,,sudharaju434@gmail.com
S02706,Matthew Smith,04-06-2013,Grade 5,,sudharaju434@gmail.com
S02707,Dana French,16-03-2011,Grade 1,,sudharaju434@gmail.com
S02708,Kelly Warren,18-01-2018,Grade 1,,sudharaju434@gmail.com
S02709,Jennifer Fischer,11-04-2010,Grade 4,,sudharaju434@gmail.com
S02710,Colton Nelson,04-11-2014,Grade 2,,sudharaju434@gmail.com
S02711,joshua wise,25-10-2009,Grade 5,,sudharaju434@gmail.com
S02712,Todd Davis,06-09-2013,Grade 4,,sudharaju434@gmail.com
S02713,Patrick Robinson,20-05-2018,Grade 2,,sudharaju434@gmail.com
S02714,richard nelson,31-07-2007,Grade 4,,sudharaju434@gmail.com
S02715,Sherry Edwards,11-09-2006,Grade 4,,sudharaju434@gmail.com
S02716,Tiffany Erickson,24-11-2016,Grade 2,,sudharaju434@gmail.com
S02717,Cassandra Beard,08-08-2014,Grade 1,,sudharaju434@gmail.com
S02718,Benjamin Lewis,09-09-2006,Grade 5,,sudharaju434@gmail.com
S02719,Steve Myers,12-12-2011,Grade 3,,sudharaju434@gmail.com
S02720,Taylor Russo,31-08-2007,Grade 4,,sudharaju434@gmail.com
S02721,Lindsey Reynolds,07-12-2006,Grade 3,,sudharaju434@gmail.com
S02722,sara buck,30-04-2008,Grade 1,,sudharaju434@gmail.com
S02723,John Flores,14-12-2010,Grade 5,,sudharaju434@gmail.com
S02724,Caleb Little,01-06-2008,Grade 4,,sudharaju434@gmail.com
S02725,Christina Floyd,17-11-2016,Grade 2,,sudharaju434@gmail.com
S02726,Omar Williams,02-11-2017,Grade 4,,sudharaju434@gmail.com
S02727,Angela Rodriguez,07-22-2007,Grade 1,,sudharaju434@gmail.com
S02728,Alexis Barnes,13-04-2018,Grade 1,,sudharaju434@gmail.com
S02729,Sean Rodriguez,12-06-2010,Grade 2,,sudharaju434@gmail.com
S02730,Heather Lee,26-06-2017,Grade 3,,sudharaju434@gmail.com
S02731,Jenny Martinez,13-08-2012,Grade 5,,sudharaju434@gmail.com
S02732,Stephanie Ramos,11-10-2007,Grade 5,,sudharaju434@gmail.com
S02733,Jeremy James,01-04-2017,Grade 1,,sudharaju434@gmail.com
S02734,Daniel Lewis,28-09-2012,Grade 5,,sudharaju434@gmail.com
S02735,Kristin Gonzales,13-08-2007,Grade 5,,sudharaju434@gmail.com
S02736,megan gray,28-03-2008,Grade 5,,sudharaju434@gmail.com
S02737,todd berry dvm,05-09-2009,Grade 3,,sudharaju434@gmail.com
S02738,Jennifer Andrade,03-05-2007,Grade 3,,sudharaju434@gmail.com
S02739,Juan Tate,13-11-2007,Grade 5,,sudharaju434@gmail.com
S02740,melanie johnson,01-01-2008,Grade 1,,sudharaju434@gmail.com
S02741,Andrew Hernandez,29-06-2016,Grade 3,,sudharaju434@gmail.com
S02742,Robert Miller,07-09-2006,Grade 2,,sudharaju434@gmail.com
S02743,Allen Alvarado,28-03-2015,Grade 2,,sudharaju434@gmail.com
S02744,dave baldwin,11-12-2012,Grade 5,,sudharaju434@gmail.com
S02745,jennifer kelly,15-01-2017,Grade 5,,sudharaju434@gmail.com
S02746,Jeremy Butler,12-02-2009,Grade 5,,sudharaju434@gmail.com
S02747,Aaron Hoffman,11-04-2006,Grade 1,,sudharaju434@gmail.com
S02748,Dr. Steven Daniels,19-01-2018,Grade 4,,sudharaju434@gmail.com
S02749,Anthony Boone,18-09-2015,Grade 2,,sudharaju434@gmail.com
S02750,Taylor Mullins,19-09-2018,Grade 2,,sudharaju434@gmail.com
S02751,danielle moore,14-01-2015,Grade 4,,sudharaju434@gmail.com
S02752,margaret hall,17-10-2006,Grade 5,,sudharaju434@gmail.com
S02753,gary macias,25-06-2014,Grade 2,,sudharaju434@gmail.com
S02754,Candace Taylor,16-11-2017,Grade 5,,sudharaju434@gmail.com
S02755,Brenda Valencia,12-04-2013,Grade 5,,sudharaju434@gmail.com
S02756,david fischer,31-10-2011,Grade 2,,sudharaju434@gmail.com
S02757,Veronica Davis,22-02-2014,Grade 5,,sudharaju434@gmail.com
S02758,Janice Lewis,27-03-2017,Grade 4,,sudharaju434@gmail.com
S02759,Michelle Shea,10-16-2018,Grade 5,,sudharaju434@gmail.com
S02760,Felicia Green,26-12-2013,Grade 5,,sudharaju434@gmail.com
S02761,Julie Howell,03-12-2018,Grade 1,,sudharaju434@gmail.com
S02762,James Lee,07-11-2013,Grade 5,,sudharaju434@gmail.com
S02763,Mrs. Lindsay Thomas,09-03-2008,Grade 4,,sudharaju434@gmail.com
S02764,Christopher Roberts,02-12-2018,Grade 4,,sudharaju434@gmail.com
S02765,Laura Cannon,04-04-2015,Grade 4,,sudharaju434@gmail.com
S02766,Marisa Adams,30-09-2017,Grade 3,,sudharaju434@gmail.com
S02767,Terry Elliott,28-12-2017,Grade 4,,sudharaju434@gmail.com
S02768,Cynthia Davis,08-10-2010,Grade 5,,sudharaju434@gmail.com
S02769,Brandon Walker,13-03-2014,Grade 4,,sudharaju434@gmail.com
S02770,Clinton Pennington,07-02-2017,Grade 4,,sudharaju434@gmail.com
S02771,david jensen dds,03-02-2016,Grade 4,,sudharaju434@gmail.com
S02772,Jesus King,01-11-2014,Grade 5,,sudharaju434@gmail.com
S02773,Brett Henderson,04-11-2012,Grade 5,,sudharaju434@gmail.com
S02774,kenneth miller,22-05-2015,Grade 1,,sudharaju434@gmail.com
S02775,Scott Marshall,02-02-2017,Grade 2,,sudharaju434@gmail.com
S02776,Latasha Stokes,15-03-2014,Grade 1,,sudharaju434@gmail.com
S02777,Paul Mcmillan,14-07-2015,Grade 2,,sudharaju434@gmail.com
S02778,Bobby Garrett,17-10-2012,Grade 4,,sudharaju434@gmail.com
S02779,Robert Huffman,20-09-2012,Grade 5,,sudharaju434@gmail.com
S02780,Hannah Cameron,02-08-2011,Grade 4,,sudharaju434@gmail.com
S02781,Sarah Hoover MD,12-02-2015,Grade 4,,sudharaju434@gmail.com
S02782,John Lara,24-01-2012,Grade 1,,sudharaju434@gmail.com
S02783,Karen Jones MD,29-08-2012,Grade 3,,sudharaju434@gmail.com
S02784,Daniel Robinson,16-10-2012,Grade 3,,sudharaju434@gmail.com
S02785,Anne Brown,04-30-2006,Grade 5,,sudharaju434@gmail.com
S02786,Christina Li,17-07-2018,Grade 5,,sudharaju434@gmail.com
S02787,Mr. Maxwell Hernandez,17-04-2013,Grade 2,,sudharaju434@gmail.com
S02788,Daniel Jensen,10-11-2018,Grade 2,,sudharaju434@gmail.com
S02789,Peter Adams,12-12-2017,Grade 2,,sudharaju434@gmail.com
S02790,susan black,02-10-2016,Grade 1,,sudharaju434@gmail.com
S02791,Leslie Good,08-24-2009,Grade 4,,sudharaju434@gmail.com
S02792,Jacob Hoffman,06-12-2011,Grade 3,,sudharaju434@gmail.com
S02793,Brandon Hansen,21-05-2008,Grade 2,,sudharaju434@gmail.com
S02794,Barbara Smith,24-10-2010,Grade 4,,sudharaju434@gmail.com
S02795,James Cox,16-06-2018,Grade 3,,sudharaju434@gmail.com
S02796,Daniel Lucas,24-02-2016,Grade 1,,sudharaju434@gmail.com
S02797,Heather Burnett,26-01-2017,Grade 1,,sudharaju434@gmail.com
S02798,Hailey Duke,21-11-2006,Grade 4,,sudharaju434@gmail.com
S02799,Shawn Taylor,25-07-2007,Grade 4,,sudharaju434@gmail.com
S02800,Michael Perez,12-05-2013,Grade 4,,sudharaju434@gmail.com
S02801,Bobby Bell,03-02-2017,Grade 2,,sudharaju434@gmail.com
S02802,Laura Hawkins,08-01-2015,Grade 5,,sudharaju434@gmail.com
S02803,Tara Ho,22-01-2011,Grade 1,,sudharaju434@gmail.com
S02804,Ashley Hoffman,19-10-2012,Grade 5,,sudharaju434@gmail.com
S02805,david fuller,29-11-2017,Grade 3,,sudharaju434@gmail.com
S02806,Robin Morgan,28-10-2011,Grade 5,,sudharaju434@gmail.com
S02807,Mary Lawrence,05-02-2009,Grade 1,,sudharaju434@gmail.com
S02808,Michele Nichols,18-07-2016,Grade 2,,sudharaju434@gmail.com
S02809,Kaitlyn Porter,14-10-2006,Grade 2,,sudharaju434@gmail.com
S02810,Laura Campos,07-07-2009,Grade 2,,sudharaju434@gmail.com
S02811,Brittany Henry,08-31-2015,Grade 4,,sudharaju434@gmail.com
S02812,Kelly Owens,09-11-2017,Grade 3,,sudharaju434@gmail.com
S02813,James Hernandez,22-12-2011,Grade 1,,sudharaju434@gmail.com
S02814,David Strickland,18-03-2011,Grade 3,,sudharaju434@gmail.com
S02815,Jeremy Martinez,29-05-2016,Grade 2,,sudharaju434@gmail.com
S02816,Sandra Riley,05-07-2008,Grade 1,,sudharaju434@gmail.com
S02817,Patrick Huff,07-12-2006,Grade 3,,sudharaju434@gmail.com
S02818,Brooke Hernandez,27-03-2017,Grade 3,,sudharaju434@gmail.com
S02819,Kelsey Wilson,03-03-2019,Grade 5,,sudharaju434@gmail.com
S02820,Stacey Abbott,14-03-2015,Grade 3,,sudharaju434@gmail.com
S02821,Brandon Barker,30-04-2009,Grade 1,,sudharaju434@gmail.com
S02822,Austin Lee,21-01-2019,Grade 5,,sudharaju434@gmail.com
S02823,Jennifer Calhoun,07-10-2009,Grade 5,,sudharaju434@gmail.com
S02824,Stephen Lee,02-08-2007,Grade 2,,sudharaju434@gmail.com
S02825,sean stewart,24-03-2018,Grade 5,,sudharaju434@gmail.com
S02826,Jonathan Mcclure,02-02-2014,Grade 3,,sudharaju434@gmail.com
S02827,Gregory Adkins,11-03-2016,Grade 4,,sudharaju434@gmail.com
S02828,Erin Neal,28-12-2007,Grade 4,,sudharaju434@gmail.com
S02829,Nathan Austin,07-04-2014,Grade 3,,sudharaju434@gmail.com
S02830,Alan Garcia,30-04-2012,Grade 3,,sudharaju434@gmail.com
S02831,Jessica Hartman,12-12-2011,Grade 5,,sudharaju434@gmail.com
S02832,Andrew Smith,27-11-2017,Grade 1,,sudharaju434@gmail.com
S02833,Elizabeth Martinez,07-10-2011,Grade 1,,sudharaju434@gmail.com
S02834,shannon meyers,20-04-2015,Grade 4,,sudharaju434@gmail.com
S02835,Ronald Scott,21-05-2007,Grade 1,,sudharaju434@gmail.com
S02836,Chad Jenkins,05-01-2010,Grade 4,,sudharaju434@gmail.com
S02837,Marc Rocha,27-08-2018,Grade 2,,sudharaju434@gmail.com
S02838,Julie Smith,12-03-2018,Grade 4,,sudharaju434@gmail.com
S02839,Sara Hartman,28-05-2009,Grade 2,,sudharaju434@gmail.com
S02840,Ricky Ross,08-11-2010,Grade 1,,sudharaju434@gmail.com
S02841,Carla Johnston DVM,24-12-2016,Grade 4,,sudharaju434@gmail.com
S02842,Patrick Reyes,12-04-2016,Grade 3,,sudharaju434@gmail.com
S02843,thomas carroll,04-07-2014,Grade 1,,sudharaju434@gmail.com
S02844,olivia tran,20-02-2014,Grade 2,,sudharaju434@gmail.com
S02845,debra mccullough,03-07-2006,Grade 4,,sudharaju434@gmail.com
S02846,Sergio Jordan,28-06-2015,Grade 3,,sudharaju434@gmail.com
S02847,Brittany Nolan,06-11-2016,Grade 5,,sudharaju434@gmail.com
S02848,Austin George,21-09-2015,Grade 1,,sudharaju434@gmail.com
S02849,Cody Hudson,13-05-2016,Grade 5,,sudharaju434@gmail.com
S02850,Thomas Davis,08-29-2017,Grade 1,,sudharaju434@gmail.com
S02851,brenda james,17-06-2010,Grade 5,,sudharaju434@gmail.com
S02852,Grace Bond,13-09-2013,Grade 3,,sudharaju434@gmail.com
S02853,Natalie Thompson,16-07-2012,Grade 3,,sudharaju434@gmail.com
S02854,Lisa Wells,17-01-2007,Grade 5,,sudharaju434@gmail.com
S02855,Mark Fuller,04-01-2017,Grade 1,,sudharaju434@gmail.com
S02856,Matthew Wells,04-01-2011,Grade 4,,sudharaju434@gmail.com
S02857,Susan Walker,02-11-2015,Grade 2,,sudharaju434@gmail.com
S02858,Valerie Sutton,12-06-2010,Grade 3,,sudharaju434@gmail.com
S02859,Stephen Hernandez,17-05-2018,Grade 3,,sudharaju434@gmail.com
S02860,Emily Mccarthy,11-02-2012,Grade 1,,sudharaju434@gmail.com
S02861,Cassidy Mitchell,27-09-2015,Grade 1,,sudharaju434@gmail.com
S02862,sean holmes,04-08-2018,Grade 3,,sudharaju434@gmail.com
S02863,james johnson,23-04-2006,Grade 4,,sudharaju434@gmail.com
S02864,Amanda Rivas,30-03-2009,Grade 5,,sudharaju434@gmail.com
S02865,dr. christopher rose,19-01-2011,Grade 5,,sudharaju434@gmail.com
S02866,Crystal Rodriguez,28-08-2008,Grade 3,,sudharaju434@gmail.com
S02867,Vincent Mathis,13-09-2012,Grade 1,,sudharaju434@gmail.com
S02868,Samantha Ramos,25-07-2010,Grade 4,,sudharaju434@gmail.com
S02869,David Williams,22-05-2007,Grade 3,,sudharaju434@gmail.com
S02870,Jessica Barnes,20-03-2016,Grade 2,,sudharaju434@gmail.com
S02871,Terry Smith,04-05-2018,Grade 5,,sudharaju434@gmail.com
S02872,Stephen Cook,24-09-2008,Grade 4,,sudharaju434@gmail.com
S02873,Kristin Burnett,07-08-2012,Grade 5,,sudharaju434@gmail.com
S02874,Joseph Olson,07-12-2006,Grade 3,,sudharaju434@gmail.com
S02875,Maria Thomas,05-03-2018,Grade 3,,sudharaju434@gmail.com
S02876,John Henry,10-15-2010,Grade 5,,sudharaju434@gmail.com
S02877,Jane Shaffer,13-10-2008,Grade 3,,sudharaju434@gmail.com
S02878,William Nguyen,15-02-2011,Grade 4,,sudharaju434@gmail.com
S02879,Luke Gonzalez,14-06-2016,Grade 3,,sudharaju434@gmail.com
S02880,William Hansen Jr.,17-06-2014,Grade 1,,sudharaju434@gmail.com
S02881,Daniel Thomas,13-05-2016,Grade 4,,sudharaju434@gmail.com
S02882,Amanda Moran MD,28-11-2017,Grade 2,,sudharaju434@gmail.com
S02883,Derek Quinn,18-10-2007,Grade 2,,sudharaju434@gmail.com
S02884,Sandra Elliott,11-07-2015,Grade 4,,sudharaju434@gmail.com
S02885,Emma Hall,15-03-2010,Grade 5,,sudharaju434@gmail.com
S02886,Kim Meadows,01-02-2010,Grade 4,,sudharaju434@gmail.com
S02887,joseph young,03-01-2011,Grade 3,,sudharaju434@gmail.com
S02888,Elijah Andrews,13-10-2006,Grade 3,,sudharaju434@gmail.com
S02889,Michelle Foster,05-20-2016,Grade 2,,sudharaju434@gmail.com
S02890,Dr. Samuel Hayes,02-09-2009,Grade 2,,sudharaju434@gmail.com
S02891,Todd Cole,08-26-2012,Grade 2,,sudharaju434@gmail.com
S02892,Molly Reyes,06-09-2010,Grade 3,,sudharaju434@gmail.com
S02893,Gary Ramirez,04-12-2006,Grade 4,,sudharaju434@gmail.com
S02894,Chad Hunter,18-02-2011,Grade 4,,sudharaju434@gmail.com
S02895,Denise Thompson,11-08-2017,Grade 1,,sudharaju434@gmail.com
S02896,Jill Bates,22-11-2012,Grade 3,,sudharaju434@gmail.com
S02897,Laura Potter,28-08-2018,Grade 5,,sudharaju434@gmail.com
S02898,Kurt Hodge,12-03-2018,Grade 5,,sudharaju434@gmail.com
S02899,Anthony Sanchez,25-02-2008,Grade 2,,sudharaju434@gmail.com
S02900,lauren kline,06-06-2009,Grade 4,,sudharaju434@gmail.com
S02901,thomas foster,26-10-2009,Grade 4,,sudharaju434@gmail.com
S02902,Sara Johnson,30-05-2017,Grade 4,,sudharaju434@gmail.com
S02903,Sara Hill,04-01-2009,Grade 5,,sudharaju434@gmail.com
S02904,William Riley,06-01-2018,Grade 4,,sudharaju434@gmail.com
S02905,Henry Nelson,29-05-2014,Grade 1,,sudharaju434@gmail.com
S02906,Rachel Wood,11-03-2017,Grade 3,,sudharaju434@gmail.com
S02907,Dominique Noble,16-10-2011,Grade 1,,sudharaju434@gmail.com
S02908,Jacob Scott,02-06-2012,Grade 3,,sudharaju434@gmail.com
S02909,Nicole Mueller,10-01-2015,Grade 3,,sudharaju434@gmail.com
S02910,Michael Curry,21-06-2013,Grade 3,,sudharaju434@gmail.com
S02911,Richard Grant,11-28-2006,Grade 4,,sudharaju434@gmail.com
S02912,Daniel Pope,20-03-2017,Grade 2,,sudharaju434@gmail.com
S02913,Emma Price,30-09-2016,Grade 5,,sudharaju434@gmail.com
S02914,Roger Spencer,28-04-2014,Grade 3,,sudharaju434@gmail.com
S02915,Kevin Martin,19-08-2018,Grade 4,,sudharaju434@gmail.com
S02916,Patrick Silva,10-12-2016,Grade 4,,sudharaju434@gmail.com
S02917,Matthew Santiago,11-01-2012,Grade 5,,sudharaju434@gmail.com
S02918,Jonathan Simmons,26-09-2012,Grade 3,,sudharaju434@gmail.com
S02919,Claudia Ross,01-09-2009,Grade 4,,sudharaju434@gmail.com
S02920,James Gallegos,28-03-2014,Grade 4,,sudharaju434@gmail.com
S02921,Ronald Hughes,15-02-2012,Grade 1,,sudharaju434@gmail.com
S02922,Anna Wang,19-11-2017,Grade 1,,sudharaju434@gmail.com
S02923,bianca villarreal,07-27-2015,Grade 2,,sudharaju434@gmail.com
S02924,Julie Williams,04-02-2017,Grade 2,,sudharaju434@gmail.com
S02925,Rebecca Bowen,05-09-2014,Grade 4,,sudharaju434@gmail.com
S02926,Jennifer Wood,07-04-2016,Grade 5,,sudharaju434@gmail.com
S02927,Ann Smith,21-03-2006,Grade 2,,sudharaju434@gmail.com
S02928,Megan Ellison,25-07-2013,Grade 5,,sudharaju434@gmail.com
S02929,Thomas Morton,29-03-2006,Grade 2,,sudharaju434@gmail.com
S02930,John Hall,17-10-2006,Grade 5,,sudharaju434@gmail.com
S02931,Theresa Copeland,20-01-2008,Grade 2,,sudharaju434@gmail.com
S02932,Brian Hill,30-10-2007,Grade 4,,sudharaju434@gmail.com
S02933,Matthew Reynolds,29-05-2011,Grade 5,,sudharaju434@gmail.com
S02934,Patrick Carter,02-05-2015,Grade 1,,sudharaju434@gmail.com
S02935,Lisa Johnson,19-03-2011,Grade 5,,sudharaju434@gmail.com
S02936,Michael Holmes,25-04-2016,Grade 2,,sudharaju434@gmail.com
S02937,Caleb Smith,07-10-2010,Grade 4,,sudharaju434@gmail.com
S02938,Zachary Harrison,07-09-2008,Grade 1,,sudharaju434@gmail.com
S02939,Emily Brown,03-10-2013,Grade 5,,sudharaju434@gmail.com
S02940,Luke Richardson,07-02-2012,Grade 3,,sudharaju434@gmail.com
S02941,David Beck,26-03-2007,Grade 2,,sudharaju434@gmail.com
S02942,laura bell,12-12-2007,Grade 1,,sudharaju434@gmail.com
S02943,Michael Carey,28-04-2017,Grade 3,,sudharaju434@gmail.com
S02944,Christopher Owens III,26-01-2008,Grade 3,,sudharaju434@gmail.com
S02945,Mariah Garcia,13-01-2016,Grade 2,,sudharaju434@gmail.com
S02946,Annette Singleton,25-01-2013,Grade 3,,sudharaju434@gmail.com
S02947,Taylor Juarez,30-04-2011,Grade 4,,sudharaju434@gmail.com
S02948,Jessica Montoya,25-04-2007,Grade 1,,sudharaju434@gmail.com
S02949,Crystal Walker,15-07-2016,Grade 5,,sudharaju434@gmail.com
S02950,Teresa Thompson,29-02-2016,Grade 5,,sudharaju434@gmail.com
S02951,kelly brown,24-06-2013,Grade 3,,sudharaju434@gmail.com
S02952,Donald Jones,01-28-2017,Grade 4,,sudharaju434@gmail.com
S02953,Andrew Williams,19-06-2017,Grade 2,,sudharaju434@gmail.com
S02954,thomas anderson,01-02-2007,Grade 1,,sudharaju434@gmail.com
S02955,Michelle Green,03-04-2008,Grade 4,,sudharaju434@gmail.com
S02956,Linda Flores,24-12-2015,Grade 1,,sudharaju434@gmail.com
S02957,Destiny Walker,06-03-2008,Grade 4,,sudharaju434@gmail.com
S02958,Jason Perry,06-08-2015,Grade 5,,sudharaju434@gmail.com
S02959,alexander stein,20-08-2013,Grade 3,,sudharaju434@gmail.com
S02960,Chelsea Chandler,07-20-2016,Grade 4,,sudharaju434@gmail.com
S02961,Vincent White,20-08-2013,Grade 1,,sudharaju434@gmail.com
S02962,Jacob Schmidt,23-07-2007,Grade 3,,sudharaju434@gmail.com
S02963,Anna Ward,03-07-2008,Grade 1,,sudharaju434@gmail.com
S02964,Karl Gates,18-04-2012,Grade 1,,sudharaju434@gmail.com
S02965,Peter Howell,01-09-2018,Grade 5,,sudharaju434@gmail.com
S02966,Debra Warner,19-07-2017,Grade 3,,sudharaju434@gmail.com
S02967,Catherine Williams,06-04-2012,Grade 5,,sudharaju434@gmail.com
S02968,Alexander Flores,02-06-2010,Grade 5,,sudharaju434@gmail.com
S02969,Susan Adams,12-03-2015,Grade 1,,sudharaju434@gmail.com
S02970,Jennifer Munoz,10-05-2006,Grade 1,,sudharaju434@gmail.com
S02971,Benjamin Norton,24-02-2011,Grade 3,,sudharaju434@gmail.com
S02972,Rachel King,23-03-2016,Grade 5,,sudharaju434@gmail.com
S02973,Chelsea Tucker,14-08-2010,Grade 1,,sudharaju434@gmail.com
S02974,Kevin Nelson,22-01-2019,Grade 2,,sudharaju434@gmail.com
S02975,Gary Lara,02-05-2012,Grade 3,,sudharaju434@gmail.com
S02976,jennifer huffman,30-06-2008,Grade 1,,sudharaju434@gmail.com
S02977,Kylie Key,04-05-2018,Grade 3,,sudharaju434@gmail.com
S02978,Grant Freeman,16-10-2016,Grade 4,,sudharaju434@gmail.com
S02979,robin johnson,26-01-2019,Grade 4,,sudharaju434@gmail.com
S02980,James Anderson,21-11-2010,Grade 1,,sudharaju434@gmail.com
S02981,Joyce Myers,31-03-2008,Grade 2,,sudharaju434@gmail.com
S02982,Victoria Hahn,17-10-2015,Grade 5,,sudharaju434@gmail.com
S02983,Adam Griffin,01-12-2008,Grade 5,,sudharaju434@gmail.com
S02984,Michele Anderson,17-08-2016,Grade 3,,sudharaju434@gmail.com
S02985,jenny morris,23-12-2010,Grade 3,,sudharaju434@gmail.com
S02986,Sheila Sullivan,02-12-2008,Grade 5,,sudharaju434@gmail.com
S02987,Clifford Case,21-09-2014,Grade 2,,sudharaju434@gmail.com
S02988,Tasha Velez,12-22-2014,Grade 2,,sudharaju434@gmail.com
S02989,Michelle Avery,06-08-2015,Grade 3,,sudharaju434@gmail.com
S02990,Samuel Herrera,10-05-2017,Grade 5,,sudharaju434@gmail.com
S02991,Christopher Rodriguez PhD,28-02-2013,Grade 3,,sudharaju434@gmail.com
S02992,Jeremy Young,03-08-2009,Grade 2,,sudharaju434@gmail.com
S02993,Tina Cordova,15-03-2012,Grade 2,,sudharaju434@gmail.com
S02994,Jessica Ross,10-09-2009,Grade 4,,sudharaju434@gmail.com
S02995,Spencer Cooper,12-11-2015,Grade 4,,sudharaju434@gmail.com
S02996,Steven Wilson,19-08-2013,Grade 2,,sudharaju434@gmail.com
S02997,mr. michael dennis,27-11-2014,Grade 3,,sudharaju434@gmail.com
S02998,jason nichols,01-12-2009,Grade 2,,sudharaju434@gmail.com
S02999,Grant Foster,21-02-2017,Grade 4,,sudharaju434@gmail.com
S03000,John Davis,29-04-2014,Grade 4,,sudharaju434@gmail.com
S03001,Kimberly Meyers,30-04-2010,Grade 5,,sudharaju434@gmail.com
S03002,Kathryn Williams,04-07-2009,Grade 4,,sudharaju434@gmail.com
S03003,Jamie Anderson,21-05-2017,Grade 5,,sudharaju434@gmail.com
S03004,Lori Johnson,16-02-2009,Grade 5,,sudharaju434@gmail.com
S03005,Wendy Thompson,12-06-2017,Grade 3,,sudharaju434@gmail.com
S03006,kenneth wilson,08-03-2017,Grade 3,,sudharaju434@gmail.com
S03007,Edgar Burton Jr.,20-07-2010,Grade 4,,sudharaju434@gmail.com
S03008,George Williamson,17-06-2009,Grade 1,,sudharaju434@gmail.com
